agmasto	fu'ivla      \nx_1 estas masto de ŝipo x_2\nRigardu ankaŭ {bloti}
ne'i	cmavo   \nFAhA3      \nen, ene, interne
nejni	gismu   \n-nen-      \nx_1 estas energio de tipo x_2 en formo x_3\nRadiaĵo (= {nenli'i}).  Vidu ankaŭ {marji}, {tarmi}, {kantu}, {lazni}, {livla}.
nelci	gismu   \n-nel-   \n-nei-      \nx_1 shatas x_2 (objekto/stato); x_2 estas agrabla al x_1\n(kp. cinmo, djica, pluka, prami, rigni, sinma, trina, xebni, cŭna, pendo)
nenri	gismu   \n-ner-   \n-ne'i-      \nx_1 estas en x_2; x_1 estas interne de x_2 [tute interne de la limoj de x_2]\nIndikas tutan enhavadon.  (kp. se vasru (por enhavado ne nepre tuta), jbini, zvati, cpana, sruri, senta, snuji, bartu, diklo, jibni, jinru, setca)
nerkla	lujvo      \nx_1 eniras x_2-on de x_3 tra x_4 per x_5
ni	cmavo   \n-nil-      \nabstraktilo de kvanto: x_1 estas kvanto de [bridi] mezurita laŭ skalo x_2\nVidu ankaŭ {klani}.
nibli	gismu   \n-nib-   \n-ni'i-      \nx_1 logike implicas/necesigas agon/okazon/staton x_2 laŭ reguloj/logiko x_3\nVidu ankaŭ {natfe}, {rinka}, {mukti}, {krinu}, cmavo {ni'i}, {jalge}, {logji}.
nicte	gismu   \n-cte-      \nx_1 estas nokto de tago x_2 en loko x_3; (adjektivo:) x_1 estas nokta\nĉinokto (= {cabycte}); morgaŭa nokto (= bavlamcte, eĉ kiam la hodiaŭa nokto estas ankoraŭ venonta); hieraŭa nokto (= {prulamcte}).  Vidu ankaŭ {donri}, {djedi}, {tcika}.
nikle	gismu   \n-nik-      \nx_1 estas kvanto da/enhavas/konsistas el nikelo/alia rustimuna metalo\nVidu ankaŭ {jinme}.
nilce	gismu   \n-ni'e-      \nx_1 [meblo] meblas x_2 [loko] kun celo/funkcio x_3\nVidu ankaŭ {ckana}, {jubme}, {sfofa}, {stizu}, {dacru}.
nimre	gismu      \nx_1 estas kvanto da citro [frukto/arbo, ktp.] de speco/raso x_2\nVidu ankaŭ {grute}, {slari}, {slami}, {xukmi}.
ninmu	gismu   \n-nim-   \n-ni'u-      \nx_1 estas virino; x_1 estas ina homeca persono [ne nepre adolta]\nVorto evitinda en metaforo/ekzemplo kiel seksisma; (uzu je remna aŭ prenu).  Vidu ankaŭ {nanmu}, {remna}, {prenu}, {makcu}, {nixli}.
nirna	gismu   \n-nir-      \nx_1 estas nervo/neŭrono [korpoparto] de x_2; [metafore: reta konduko de informo/kontrolo]\nVidu ankaŭ ve {benji}.
nitcu	gismu   \n-tcu-      \nx_1 bezonas/dependas je/[volas] necesaĵon x_2 por celo/ago/etapo de procedo x_3\nNe implicas mankon.  Vidu ankaŭ {banzu}, {cidja}, {claxu}, {pindi}, {xebni}, {sarcu}, {lacri}, {djica}, {taske}, {xagji}.
nivji	gismu   \n-niv-      \nx_1 (aganto) trikas x_2-on [tolo/drapo/objekto] el fadeno x_3\nVidu ankaŭ {cilta}, {fenso}, {jivbu}, {pijne}.
nixli	gismu   \n-nix-   \n-xli-      \nx_1 estas knabino [juna ina homo] de aĝo x_2 nematura laŭ normo x_3\nVorto evitinda en metaforo/ekzemplo kiel seksisma; (uzu je verba).  Vidu ankaŭ {nanla}, {verba}, {ninmu}.
no	cmavo   \n-non-      \ncifero/nombro: 0 (cifero)\nNenio (= nomei, sed ankaŭ nozu'i).
nobli	gismu   \n-nol-   \n-no'i-      \nx_1 estas nobela/aristokrata/elita/titolhava en/laŭ kulturo/socio/normo x_2\nAnkaŭ: altklasa; alta/malalta loĵbane estas malbonaj metaforoj; rimarku ke normo x_2 aplikiĝas kiam la titolo/nobeleco estas ne vaste rekonita an la kulturo/socio; ĉi tio inkluzivus memalprenitajn titolojn. Vidu ankaŭ {banli}.
no'e	cmavo   \n-nor-   \n-no'e-      \nskala negilo: neŭtrala punkto inter je'a kaj to'e; ne vere\nVidu ankaŭ {nutli}, {midju}, {milxe}, cmavo {na'e}, {to'e}.
norgo	experimental gismu      \nx_1 montras norvegan kulturon/naciecon/lingvon laŭ aspekto x_2\nNeoficiala radiko
notci	gismu   \n-not-   \n-noi-      \nx_1 estas mesaĝo/noto/memorando pri temo x_2 de aŭtoro x_3 por celita publiko x_4\n8     Emfazo je mallongeco, unuopa aŭ identigebla temo (kontrasto kun xatra: la emfazo en notci estas je unuopa aŭ kohere focusigita temo, dum la ricevantoj estas malpli difinitaj - ja nur 'celata' publiko. xatra ne nepre havas unuopan aŭ fokusigitan temon - la responda loko estas por 'enhavo'); memorigilo/memorando/noto (= {mojnoi}).  Vidu ankaŭ {xatra}, {nuzba}, {mrilu}, {morji}.
nu	cmavo   \n-nun-      \nabstraktilo de ĝenerala okazo: x_1 estas stato/procedo/ago/punkt-okazo de [bridi]\nVidu ankaŭ {fasnu}.
nukni	gismu   \n-nuk-      \nx_1 estas fuksina/fuksia/ruĝpurpura [koloradjektivo]\nVidu ankaŭ {skari}, {blabi}, {xekri}, {kandi}, {carmi}, {xunre}, {zirpu}.
nu'o	cmavo   \n-nu'o-      \nmodala aspekto: nerealigita potenciala okazo\nVidu ankaŭ {kakne}.
nupre	gismu   \n-nup-   \n-nu'e-      \nx_1 (aganto) promesas/certigas/minacas x_2-on (okazo/stato) al x_3 [profitanto/viktimo]\nVidu ankaŭ {kajde}, {xusra}.
nurma	gismu   \n-num-      \nx_1 estas kampara regiono de x_2; x_1 estas en la kamparo\nVidu ankaŭ {jarbu}, {rarna}, {tcadu}, {cange}.
nutli	gismu   \n-nul-   \n-nu'i-      \nx_1 estas neŭtrala/nepartia/meza/neekstrema en skalo/malkonsento x_2\nAnkaŭ: x_2 disputo/lukto (kvankam x_2 ne estas limigita al malkonsentoj, kiuj estas nur unu manifestacio de skalaj aŭ distribuitaj valoroj kie ekzistas meza pozicio).  Vidu ankaŭ {midju}, {lanxe}, {milxe}, {mutce}, cmavo {no'e}.
nuzba	gismu   \n-nuz-      \nx_1 (du'u) estas novaĵo/nova informo pri temo x_2 el fonto x_3, por observanto x_4\nVidu ankaŭ {cnino}, {notci}.
pa	cmavo   \n-pav-      \ncifero/nombro: 1 (cifero)
pacna	gismu   \n-pa'a-      \nx_1 esperas/deziras x_2-on (okazo), kun atendita probableco x_3 (0-1); x_1 esperas ke x_2 okazu\nAnkaŭ: x_2 espereble okazos, laŭ espero de x_1; la valoro de x_3 estas subjektiva takso pri verŝajno laŭ x_1, kaj estas la baza determinanto de tio, ĉu pacna signifas 'esperi' aŭ 'deziri' aŭ 'atendi': espero pri objektoj/statoj kun neglektebla atendo estas deziro; se la stato estas plausibly verŝajna, temas pri espero; kiam la probablo estas subjektive proksima al 1, la sinteno estas atendo; la valoro ĝenerale esprimiĝas per neprecizaj nombroj (li piso'u ĝis piro); deziri (= {sotpa'a}), esperi (= {sorpa'a}), atendi (= {sojypa'a}).  Vidu ankaŭ {djica}.
pagbu	gismu   \n-pag-   \n-pau-      \nx_1 estas parto/peco/porcio/segmento de x_2 [kie x_2 estas tuto/kolektivaĵo]; x_2 estas parte x_1\nEn parto (= {selpau}).  Vidu ankaŭ cmavo {pa'u}, {mulno}, {xadba}, {spisa}, {gunma}, {rafsi}.
pagre	gismu   \n-gre-      \nx_1 trapasas/penetras barilon/medion/pordon x_2 al celita flanko x_3 el deirflanko x_4\nTrapasi en ambaŭ direktoj (= rolfargre, pagre ... soivo'ivo'o (kaj inverse)).  Vidu ankaŭ {bitmu}, {denci}, {ganlo}, {kalri}, {vorme}, {pluta}, {canko}, {ragve}.
pajni	gismu   \n-pai-      \nx_1 juĝas/arbitracias determinante/decidante aferon x_2 (abstraktaĵo)\nx_2 inkluzivas je: jei = regulo (jetpai), ni = kvantotakso (lairpai), ka = ecotakso (kairpai aŭ vampai), aŭ nu = arbitracii (faurpai); unuopaj okazoj de juĝado, inkluzive de specifaj decidoj/juĝoj (= {paijdi}, {jetpaijdi}, {lairpaijdi}, {kairpaijdi}, {vampaijdi}, {faurpaijdi}); ĵurio (= {pairkamni}), servi en ĵurio (= kamnypai, kiel parto de kolektivaĵo x_1).  (kp. cŭna, jdice, vajni, cipra, zekri, manri, mansa)
palci	gismu   \n-pac-      \nx_1 estas malica/malvirta/kruela [morale malbona] laŭ normo x_2\nVidu ankaŭ {zekri}, {vrude}, {xlali}, {marde}, {mabla}.
palku	gismu   \n-pak-      \nx_1 estas pantalono [krurpartigita vesto] el materialo x_2\nVidu ankaŭ {taxfu}, {pastu}, {skaci}.
palne	gismu      \nx_1 estas pleto/plado/plata ujo [pato] kun enhavo x_2, kaj el materialo x_3\nPlata portilo; pleto estas platfunda kaj malprofunda aŭ sen rando, kaj ĝenerale estas portebla.  Vidu ankaŭ {tansi}, {patxu}, {palta}, {ckana}.
palta	gismu      \nx_1 estas telero/plado/subtaso [plata/iom kava vazo el kie manĝi] el materialo x_2\nVidu ankaŭ {ckana}, {palne}, {kabri}, {tansi}, {ckana}.
pambe	gismu      \nx_1 estas pumpilo/injektilo [ilo/aparato] pumpanta/injektanta fluidon x_2 al x_3 el x_4 per rimedo x_5\nFluido x_2 povas esti likvo aŭ gaso; x_5 povas esti forto; pumpilo ĝenerale kaŭzas premgradienton, tiel ke x_3 estas loko de pli malalta premo, x_4 loko de pli alta premo.  (kp. gapci, litki, rinci; metafora uzo de fepri por gaso, risna por likvaĵo, rinci, tutci)
panci	gismu   \n-pan-      \nx_1 estas odoro/aromo eligita de x_2 kaj rimarkita de observanto/sensilo x_3\nNedetektita eliganto estas senodora por la observanto.  Vidu ankaŭ {nazbi}, {sumne}, {cpina}.
pandi	gismu   \n-pad-      \nx_1 (aganto) interpunkcias x_2-on (esprimo) per simbolo/vorto x_3 kun sintaksa/semantika efiko x_4\nVidu ankaŭ {lerfu}, {basna}, {denpa}.
panje	gismu      \nx_1 estas kvanto da/enhavas/konsistas el sponĝo/poroza/truohava materialo                                                                       ah   3     [ankaŭ: metafore uzata por koralo, grujero]; (kp. cokcu por ĝenerala sorbanto\n)
panka	gismu      \nx_1 estas parko/rezervejo administrata de komunumo/civito/ŝtato/kompanio x_2 por celo x_3\nVidu ankaŭ {sorcu}, {zdile}, {klaji}, {purdi}.
panlo	gismu   \n-pa'o-      \nx_1 estas tranĉaĵo [maldika plata porcio] de x_2 (kolektivaĵo)\nVidu ankaŭ {nanba}.
panpi	gismu   \n-pap-      \nx_1 estas en paco kun x_2\n(kp. jamna; uzu je sarxe, smaji, tugni por plejmultaj metaforaj etendoj, cilce, jamna)
panra	gismu      \nx_1 paralelas x_2-on kun sola diferenca eco x_3 (ka; jo'u/fa'u termo) laŭ normo/geometrio x_4\n(ankaŭ: x_1 estas paralela al x_2, x_3 estas la sola diferenco inter x_1 kaj x_2 (= terpanra por reordigitaj {lokoj}); x_1 kaj x_2 estas egalaj/similaj/Kongruaj.  paraleleco konsistas el ekstrema proksima simileco/konformeco tra la tuto de la aĵoj komparataj, ĝenerale pri pluraj ecoj, fokusiganta je unu aŭ malgranda nombro da diferencoj); Vidu ankaŭ cmavo {pa'a}, {mintu}, {simsa}, {girzu}, {vrici}.
pante	gismu   \n-pat-      \nx_1 protestas/kontraŭas/plendas pri x_2 (okazo/stato) antaŭ publiko x_3 per ago x_4\n(x_4 estas okazo aŭ tu'a quotation) Vidu ankaŭ {xarnu}.
panzi	gismu   \n-paz-      \nx_1 estas [biologia] ido/infano/gefilo/hibrido de gepatro(j) x_2; (adjektivo:) x_1 estas fila\nVidu ankaŭ {grute}, {verba}, {bersa}, {tixnu}, se {rorci}, {patfu}.
parbi	gismu   \n-pab-      \nx_1 (me'o, frakcio) estas proporcio de x_2 (kvanto) rilate al x_3 (kvanto), [x_2:x_3]\nAnkaŭ: x_1 frakcio/proporcio/kvociento; x_2 dividato/numeratoro; x_3 dividanto/denominatoro.  Vidu ankaŭ {frinu}, {dilcu}, {mekso}.
pastu	gismu   \n-pas-      \nx_1 estas robo/tuniko/talaro/mantelo [longa/tutkorpa vesto] el materialo x_2\nAnkaŭ: surtuto, supervesto (= {paspalku}).  Vidu ankaŭ {kosta}, {taxfu}, {palku}.
patfu	gismu   \n-paf-   \n-pa'u-      \nx_1 estas patro de x_2; x_1 naskigas x_2-on; x_1 agas patre al x_2; [ne nepre biologia]\nVidu ankaŭ {mamta}, {rirni}, {rorci}, {tarbi}, {dzena}, {famti}, {panzi}, {bersa}, {sovda}.
patlu	gismu      \nx_1 estas terpomo [manĝebla tubero] de variaĵo/kultivo x_2\n(uzu je samcu por amelaj/tuberaj radikoj kiuj ne reproduktiĝas per tubereroj); Vidu ankaŭ {genja}, {jalna}, {samcu}.
patxu	gismu   \n-pax-      \nx_1 estas poto/kaldrono/urno/kuvo/tino, profunda ujo por enhavo x_2, el materialo/ecoj x_3\n(kp. tansi, palne por profundo; baktu, botpi por malferma/kovrilhava)
pavyseljirna	lujvo      \nx_1 estas unukornulo
pe'a	cmavo   \n-pev-      \nmarkas figuran/nelaŭliteran uzon de parolo/teksto\nEn figura parolo, metaforoj povas arbitre ignori ellasitaj argumentolokoj.
pekin	cmevla      \nPekino
pelji	gismu   \n-ple-      \nx_1 estas papero el fonto x_2\nPaperfolio (= plekarda se formo {gravas}, {plebo'o}).  Vidu ankaŭ {karni}, {papri}, {prina}.
pelxu	gismu   \n-pel-      \nx_1 estas flava/ora [koloradjektivo]\nVidu ankaŭ {skari}, {blabi}, {xekri}, {kandi}, {carmi}, {narju}, {solji}.
pemci	gismu   \n-pem-      \nx_1 estas poemo/verso/poeziaĵo pri intrigo/temo/modelo x_2 de aŭtoro x_3 por celita publiko x_4\nx_2 povas esti konvencio anstataŭ temo.  Vidu ankaŭ {prosa}, {rimni}, {rilti}, {finti}, {lisri}, {sanga}.
penbi	gismu   \n-peb-      \nx_1 estas plumo/skribilo kun inko x_2 aplikita per procedo x_3\nVidu ankaŭ {ciska}, {pinsi}, {xinmo}, {pimlu}.
pencu	gismu   \n-pec-   \n-pe'u-      \nx_1 (aganto) tuŝas x_2-on per x_3 [loko en x_1 aŭ instrumento] je x_4 [loko en x_2]\nVidu ankaŭ {ganse}, {darxi}, {jgari}, {penmi}, {jorne}, {satre}, {mosra}, {zgana}.
pendo	gismu   \n-ped-   \n-pe'o-      \nx_1 estas amiko de x_2; x_1 agas amike al x_2 (spertanto)\nVidu ankaŭ {bradi}, {xendo}, {nelci}, {prami}, {bradi}.
penmi	gismu   \n-pen-   \n-pe'i-      \nx_1 renkontas x_2-on en loko x_3\nVidu ankaŭ {jorne}, {jikca}, {pencu}.
pensi	gismu   \n-pes-   \n-pei-      \nx_1 pensas/konsideras/rezonas pri temo/koncepto x_2\nAnkaŭ: x_1 estas pensema (unu senco); x_2 estas mensa (unu senco)/intelekta (unu senco) (= {selpei}).  Vidu ankaŭ cmavo {pe'i}, {jijnu}, {menli}, {morji}, {sidbo}, {jinvi}, se {nabmi}, {minra}, {lanli}, {besna}, {saske}, {skami}.
perli	gismu   \n-per-      \nx_1 estas piro [frukto] de speco/raso x_2\nVidu ankaŭ {grute}.
petso	gismu   \n-pet-      \nx_1 estas mil bilionoj [1x_10**15] da x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gigdo, gocti, gotro, kilto, megdo, mikri, milti, nanvi, picti, terto,xatsi,xecto,xexso,zepti, zetro)
pezli	gismu   \n-pez-      \nx_1 estas foli(ar)o de planto x_2\nVidu ankaŭ {tricu}, {papri}, {spati}.
pi	cmavo   \n-piz-      \ncifero/nombro: nombrobaza punkto/komo; defaŭlte decimala
picti	gismu   \n-pic-      \nx_1 estas bilionono [1x_10**-12] de x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gigdo, gocti, gotro, kilto, megdo, mikri, milti, nanvi, petso, terto, xatsi,xecto, xexso,zepti,zetro)
pijne	gismu      \nx_1 estas pinglo/kejlo (pint-forma ilo) por fiksi/trapiki x_2-on, el materialo/ecoj x_3\nVidu ankaŭ {jesni}, {nivji}, {fenso}, {dinko}, {tutci}.
pikci	gismu      \nx_1 petegas/pledas [petas kun humilo] al x_2 por ricevi x_3-on\nAnkaŭ: petegadi; x_2 bonfaranto, patrono; x_3 beno, favoraĵo, donaĵo, donaco. (kp. cpedu kiu estas pli ĝenerala pri maniero, pindi)
pikta	gismu      \nx_1 estas bileto rajtiganta x_2-on je rajto/privilegio x_3 (okazo/stato) sub kondiĉoj x_4\nVidu ankaŭ {jaspu}.
pilji	gismu   \n-pi'i-      \nx_1 estas la produto/rezulto de la multipliko de x_2 per x_3\nVidu ankaŭ {mekso}, {sumji}, {rapli}, {jalge}.
pilka	gismu   \n-pil-   \n-pi'a-      \nx_1 estas krusto/ŝelo/haŭto/felo/ekstera kovraĵo de x_2\n(kp. grute, calku, skapi (pilka kiel ĝenerala termino inkluzivas je skapi), gacri)
pilno	gismu   \n-pli-      \nx_1 uzas/utiligas x_2-on [ilo, instrumento, aparato, maŝino, aganto, materialo] por celo x_3\nx_2 estas utila/produktive uzata de x_1 por fari x_3 (= selpli por reordigitaj {lokoj}); dungi/okupigi (= {le'ipli}, {lejyplicu'a}).  (kp. tutci, cabra, minji, gasnu, zukte por x_2, cmavopi'o, sazri, jibri)
pimlu	gismu   \n-pim-   \n-pi'u-      \nx_1 estas plumo/plumaro [korpoparto] de besto/speco x_2\nVidu ankaŭ {cipni}, {nalci}, {rebla}, {kerfa}, {penbi}.
pinca	gismu      \nx_1 estas urino/piso de x_2\nVidu ankaŭ {vikmi}, {xasne}, {kalci}, {mabla}, {festi}.
pindi	gismu   \n-pid-      \nx_1 estas malriĉa/povra/senhava je varoj/posedaĵoj/eco x_2\nx_2 estas malabunda/malsufiĉa/mankanta por x_1.  Vidu ankaŭ {ricfu}, {claxu}, {nitcu}, {pikci}.
pinfu	gismu   \n-pif-      \nx_1 estas malliberulo/kaptito de x_2, retenita/enfermita per rimedo/forto x_3\nVidu ankaŭ {zifre}, {kavbu}, {rinju}, {ralte}, {fanta}, {cilce}.
pinji	gismu      \nx_1 estas (la) klitoro/peniso [elstaranta reprodukta organo; korpoparto] de x_2\nĝenerale la konteksto forigas bezonon por specifo; alie: peniso (= {nakpinji}), klitoro (= {fetpinji}).  Vidu ankaŭ {cinse}, {gletu}, {vibna}, {plibu}, {vlagi}, {mabla}, {ganti}.
pinka	gismu   \n-pik-      \nx_1 (teksto) estas rimarko/observo/komento pri temo x_2 esprimita de x_3 al publiko x_4\nAnkaŭ: x_3 rimarkas/mencias/diras x_1-on pri x_2 (= terselpinka por reordigitaj {lokoj}).  Vidu ankaŭ {jinvi}, {cusku}, {zgana}, {lanli}, {bacru}, {ciska}.
pinsi	gismu   \n-pis-      \nx_1 estas krajono/skribilo aplikanta plumbon/markaĵon x_2, kun korpo/subteno [el materialo] x_3\nAnkaŭ: skribopeniko; x_1 stimulas substratan medion x_2 elmontri markojn; eksplicite signifante norman plumban krajonon (= {tabypinsi}).  (kp. ciska, penbi (pinsi estas pli ĝenerala ol penbi), burcu, bakri)
pinta	gismu   \n-pin-      \nx_1 estas ebena/plata/horizontala en gravito/referenckadro x_2\nVidu ankaŭ {sraji}, {plita}, {xutla}.
pinxe	gismu   \n-pix-      \nx_1 (aganto) trinkas trinkaĵon/likvan refreŝigaĵon x_2 el ujo/fonto x_3\nVidu ankaŭ {cidja}, {citka}, {taske}, {tunlo}, {xaksu}, {barja}, {birje}.
pipno	gismu   \n-pi'o-      \nx_1 estas piano/klaviceno/sintezilo/organo; klavara muzikinstrumento\nVidu ankaŭ {zgike}.
pi'u	cmavo   \n-piv-      \nnelogika kunigilo: krucproduto; kartezia produto de aroj
pixra	gismu   \n-pir-   \n-xra-      \nx_1 estas bildo/figuro/ilustracio reprezentanta/montranta x_2-on, farita de artisto x_3 en medio x_4\nDesegnaĵo (= {xraselci'a}), x_1 desegnas x_2-on (= xraci'a/xraci'a), bildo (= {xratai}), fotaĵo/fotografaĵo (= {kacmyxra}), foti/fotografi (= {kacmyterxra}, {kacmyxragau}, {kacmyxrazu'e}); skulptaĵo, reliefo (= {blixra}).  Vidu ankaŭ {ciska}, {cinta}, {prina}, {mupli}, {barna}, {skina}.
plana	gismu      \nx_1 estas grasa/dika/korpulenta [tro dika/bulba/ŝvelinta] laŭ normo x_2\nVidu ankaŭ {cinla}, {rotsu}, {barda}, {punli}, {grasu}.
platu	gismu   \n-pla-      \nx_1 (aganto) planas planon/aranĝon/[skemon] x_2 por stato/procedo x_3\nAnkaŭ: inventas/organizas; x_2 figuraĵo, skemo; la strukturo aŭ aranĝo de objekto estus reprezentata kiel stato en x_3.  Vidu ankaŭ {cartu}.
pleji	gismu   \n-lej-   \n-le'i-      \nx_1 pagas/kompensas/[rekompencas] pagon x_2 al ricevanto/pagato x_3 pro varoj/servoj x_4\nAnkaŭ: x_4 komercaĵoj; x_4 povas esti specifa objekto, varo (kolektivaĵo), okazo, aŭ eco; pedante, por objektoj/varoj, ĉi tio estas sumti-levado el posedo de la objekto/varo (= {posle'i}, posyvelyle'i por neambigua {semantiko}); lui (= {jerle'i}, {lejyjbera}).  (kp. canja, cnemu, friti, kargu, vecnu, jdima, prali, jerna, sfasa, dunda, jinga, dapma; vidu rimarkon ĉe jdima pri distingo inter kosto/prezo/valoro, cirko, dirba)
plibu	gismu   \n-pib-      \nx_1 estas (la) pubo/eksteraj generiloj [korpoparto] de x_2\nVidu ankaŭ {cinse}, {gletu}, {pinji}, {vibna}, {vlagi}, {ganti}, {mabla}.
plini	gismu      \nx_1 estas planedo turnanta ĉirkaŭ x_2 kun planedaj ecoj x_3, orbitaj parametroj x_4\nVidu ankaŭ {lunra}, {mluni}, {terdi}, {solri}, {munje}.
plipe	gismu   \n-pip-   \n-pi'e-      \nx_1 (aganto/objekto) saltas al x_2 el x_3 atingante alto x_4 pelita de x_5\nLokstrukturo paralelas tiun de klama; do x_4 povas esti vojeca esprimo.  Vidu ankaŭ {bajra}, {stapa}, {cpare}, {lafti}.
plise	gismu      \nx_1 estas pomo [frukto] de speco/raso x_2\nVidu ankaŭ {grute}.
plita	gismu   \n-pit-      \nx_1 estas ebeno [2-dimensia formo] difinita de punktoj x_2 (aro); x_1 estas plata/[glata]\nAnkaŭ: x_1 estas ebena/plata.  (x_2 estas aro de punktoj almenaŭ sufiĉaj por difini la ebenon); Vidu ankaŭ {xutla}, {sefta}, {tapla}, {karda}, {boxfo}, {pinta}.
plixa	gismu   \n-lix-      \nx_1 (aganto) plugas/sulkigas/kulturas [tranĉas kaj renversas] x_2-on per ilo x_3 pelita de x_4\nVidu ankaŭ {kakpa}, {sraku}, {katna}, {skuro}.
pluja	gismu   \n-luj-      \nx_1 estas kompleksa/malsimpla/komplika laŭ aspekto/eco x_2 (ka) laŭ normo x_3\nAnkaŭ: implikita, konfuza.  Vidu ankaŭ {cfipu}, {banli}, {sampu}, {jgena}.
pluka	gismu   \n-puk-   \n-pu'a-      \nx_1 (okazo/stato) plaĉas/estas agrabla/ĉarma al x_2 sub kondiĉoj x_3\nVidu ankaŭ {rigni}, cmavo {pu'a}, {melbi}, {nelci}, {prami}.
pluta	gismu   \n-lut-   \n-lu'a-      \nx_1 estas kurso/vojo/irvojo al x_2 el x_3 tra/difinita de punktoj x_4 (aro)\nKurso nur interkonektas deirpunkton kaj celon, sed ne nepre estas iel ajn plibonigita; (x_4 estas aro de punktoj almenaŭ sufiĉaj por difini la kurson).  (kp. litru, naxle, tcana, dargu, klaji, ve klama; tadji, zukte por rimedoj por iu celo, klama, pagre)
polje	gismu   \n-plo-      \nx_1 (forto) faldas x_2-on je loko/formanta faldo(j)n x_3\nPor agenta faldado (= {plogau}, {plozu'e}); uzu nombron en x_3, aŭ rapli, por indiki plurajn faldojn.  Vidu ankaŭ {korcu}, {cinje}, {boxfo}, {boxna}.
polno	gismu   \n-pol-      \nx_1 montras polinezian/oceanian (geografia regiono) kulturon/naciecon/lingvojn laŭ aspekto x_2\nVidu ankaŭ {sralo}, {daplu}, {xamsi}.
ponjo	gismu   \n-pon-   \n-po'o-      \nx_1 montras japanan kulturon/naciecon/lingvon laŭ aspekto x_2\nVidu ankaŭ {xazdo}, {daplu}.
ponse	gismu   \n-pos-   \n-po'e-      \nx_1 posedas/havas x_2-on laŭ leĝo/kutimo x_3; x_1 estas posedanto de x_2 laŭ x_3\n(x_3 ĝenerale estas grava; la koncepto estas tre vasta kiam ne limigita, kaj la naturo/interpreto de posedo estas tre kulturdependa); Vidu ankaŭ {ckini}, {ralte}, {jitro}, {steci}, {srana}, {tutra}, {turni}, {zivle}.
porsi	gismu   \n-por-   \n-poi-      \nx_1 estas vico/sinsekvo/ordigita/listigita per apliko de komparo/reguloj x_2 al neordigita aro x_3\nAnkaŭ: (adjektivo:) x_1 estas seria.  (aroj komplete specifitaj); Vidu ankaŭ cmavo {po'i}, {lidne}, {liste}, {cmima}.
porto	gismu   \n-pot-      \nx_1 montras portugalan kulturon/naciecon/lingvon laŭ aspekto x_2\nVidu ankaŭ {brazo}.
prali	gismu   \n-pal-      \nx_1 estas profito/gajno/avantaĝo/utilon al x_2 rezultanta de ago/procedo x_3\nAnkaŭ: (fe) x_2 profitas el x_3 (= selterprali por reordigitaj {lokoj}); x_1 povas esti specifa objekto, varo (kolektivaĵo), okazo, aŭ eco; pedante, por objektoj/varoj, ĉi tio estas sumti-levado el posedo de la objekto/varo (= selposprali por neambigua {semantiko}).  Vidu ankaŭ {vecnu}, {cnemu}, {pleji}, {jinga}, {canja}, {sfasa}, {jerna}, {jdima}, {dunda}, {zivle}.
prami	gismu   \n-pam-   \n-pa'i-      \nx_1 amas x_2-on (objekto/stato)\nAnkaŭ: x_1 estas ama al x_2, x_1 estas amanto de x_2 (unu senco), x_2 estas amata de x_1 (= selpa'i por reordigitaj {lokoj}).  Vidu ankaŭ {cinmo}, {xebni}, {nelci}, {djica}, {sinma}, {pluka}, {kurji}, {pendo}, {speni}.
prane	gismu   \n-pa'e-      \nx_1 estas perfekta/ideala/arketipa/sendifekta/neplibonigebla en eco/aspekto x_2 (ka)\nAnkaŭ: sen difekto/eraro.  Vidu ankaŭ {manfo}, {curve}, {traji}, {cfila}, {mulno}.
